id_client,nom,ville,type_client,plafond_credit
228,Client_0228,Bobo-Dioulasso,particulier,100000
229,Client_0229,Ouagadougou,comptoir,1000000
230,Client_0230,Ouagadougou,entreprise,100000
231,Client_0231,Bobo-Dioulasso,particulier,1000000
232,Client_0232,Koudougou,particulier,100000
233,Client_0233,Ouagadougou,particulier,100000
234,Client_0234,Bobo-Dioulasso,particulier,50000
235,Client_0235,Bobo-Dioulasso,entreprise,1000000
236,Client_0236,Ouagadougou,particulier,50000
237,Client_0237,Bobo-Dioulasso,particulier,500000
238,Client_0238,Ouagadougou,particulier,50000
239,Client_0239,Ouagadougou,particulier,500000
240,Client_0240,Ouagadougou,particulier,500000
241,Client_0241,Bobo-Dioulasso,particulier,500000
242,Client_0242,Bobo-Dioulasso,particulier,100000
243,Client_0243,Bobo-Dioulasso,particulier,50000
244,Client_0244,Ouagadougou,particulier,100000
245,Client_0245,Koudougou,particulier,100000
246,Client_0246,Ouagadougou,particulier,1000000
247,Client_0247,Ouagadougou,particulier,50000
248,Client_0248,Bobo-Dioulasso,particulier,500000
249,Client_0249,Ouagadougou,particulier,1000000
250,Client_0250,Ouagadougou,particulier,0
251,Client_0251,Bobo-Dioulasso,particulier,100000
252,Client_0252,Ouagadougou,particulier,100000
253,Client_0253,Bobo-Dioulasso,entreprise,50000
254,Client_0254,Ouagadougou,comptoir,0
255,Client_0255,Koudougou,particulier,50000
256,Client_0256,Ouagadougou,comptoir,1000000
257,Client_0257,Ouagadougou,comptoir,100000
258,Client_0258,Koudougou,entreprise,0
259,Client_0259,Bobo-Dioulasso,particulier,100000
260,Client_0260,Ouagadougou,comptoir,500000
261,Client_0261,Ouagadougou,particulier,100000
262,Client_0262,Koudougou,entreprise,50000
263,Client_0263,Ouagadougou,particulier,0
264,Client_0264,Bobo-Dioulasso,comptoir,0
265,Client_0265,Ouagadougou,particulier,0
266,Client_0266,Bobo-Dioulasso,particulier,1000000
267,Client_0267,Ouagadougou,particulier,1000000
268,Client_0268,Koudougou,entreprise,100000
269,Client_0269,Koudougou,particulier,100000
270,Client_0270,Ouagadougou,particulier,100000
271,Client_0271,Ouagadougou,particulier,0
272,Client_0272,Ouagadougou,particulier,0
273,Client_0273,Koudougou,entreprise,1000000
274,Client_0274,Ouagadougou,particulier,50000
275,Client_0275,Ouagadougou,entreprise,0
276,Client_0276,Bobo-Dioulasso,particulier,100000
277,Client_0277,Koudougou,particulier,500000
278,Client_0278,Ouagadougou,particulier,0
279,Client_0279,Bobo-Dioulasso,particulier,500000
280,Client_0280,Ouagadougou,particulier,0
281,Client_0281,Bobo-Dioulasso,particulier,1000000
282,Client_0282,Ouagadougou,particulier,500000
283,Client_0283,Koudougou,particulier,100000
284,Client_0284,Ouagadougou,particulier,500000
285,Client_0285,Koudougou,comptoir,50000
286,Client_0286,Ouagadougou,particulier,0
287,Client_0287,Koudougou,particulier,100000
288,Client_0288,Ouagadougou,particulier,500000
289,Client_0289,Bobo-Dioulasso,particulier,500000
290,Client_0290,Ouagadougou,particulier,50000
291,Client_0291,Ouagadougou,particulier,100000
292,Client_0292,Ouagadougou,particulier,1000000
293,Client_0293,Bobo-Dioulasso,particulier,50000
294,Client_0294,Bobo-Dioulasso,particulier,500000
295,Client_0295,Koudougou,entreprise,100000
296,Client_0296,Bobo-Dioulasso,entreprise,50000
297,Client_0297,Ouagadougou,entreprise,100000
298,Client_0298,Koudougou,particulier,500000
299,Client_0299,Koudougou,particulier,0
300,Client_0300,Koudougou,particulier,500000
301,Client_0301,Bobo-Dioulasso,particulier,0
302,Client_0302,Bobo-Dioulasso,particulier,1000000
303,Client_0303,Bobo-Dioulasso,particulier,500000
304,Client_0304,Ouagadougou,particulier,0
305,Client_0305,Bobo-Dioulasso,particulier,50000
306,Client_0306,Koudougou,particulier,50000
307,Client_0307,Ouagadougou,particulier,0
308,Client_0308,Bobo-Dioulasso,particulier,50000
309,Client_0309,Ouagadougou,particulier,1000000
310,Client_0310,Bobo-Dioulasso,particulier,500000
311,Client_0311,Bobo-Dioulasso,particulier,50000
312,Client_0312,Koudougou,entreprise,50000
313,Client_0313,Koudougou,entreprise,50000
314,Client_0314,Ouagadougou,particulier,50000
315,Client_0315,Ouagadougou,entreprise,0
316,Client_0316,Ouagadougou,particulier,0
317,Client_0317,Ouagadougou,particulier,0
318,Client_0318,Ouagadougou,entreprise,0
319,Client_0319,Ouagadougou,comptoir,100000
320,Client_0320,Koudougou,particulier,0
321,Client_0321,Koudougou,particulier,1000000
322,Client_0322,Bobo-Dioulasso,entreprise,50000
323,Client_0323,Koudougou,particulier,100000
324,Client_0324,Koudougou,entreprise,1000000
325,Client_0325,Ouagadougou,comptoir,50000
326,Client_0326,Bobo-Dioulasso,particulier,0
327,Client_0327,Bobo-Dioulasso,particulier,100000
328,Client_0328,Koudougou,entreprise,1000000
329,Client_0329,Bobo-Dioulasso,particulier,50000
330,Client_0330,Bobo-Dioulasso,entreprise,500000
331,Client_0331,Ouagadougou,particulier,50000
332,Client_0332,Ouagadougou,entreprise,1000000
333,Client_0333,Ouagadougou,entreprise,100000
334,Client_0334,Koudougou,particulier,500000
335,Client_0335,Ouagadougou,particulier,0
336,Client_0336,Bobo-Dioulasso,particulier,1000000
337,Client_0337,Bobo-Dioulasso,particulier,100000
338,Client_0338,Bobo-Dioulasso,entreprise,50000
339,Client_0339,Koudougou,particulier,1000000
340,Client_0340,Ouagadougou,particulier,50000
341,Client_0341,Ouagadougou,particulier,500000
342,Client_0342,Ouagadougou,particulier,0
343,Client_0343,Ouagadougou,particulier,0
344,Client_0344,Ouagadougou,particulier,100000
345,Client_0345,Bobo-Dioulasso,particulier,0
346,Client_0346,Bobo-Dioulasso,comptoir,100000
347,Client_0347,Koudougou,particulier,0
348,Client_0348,Koudougou,particulier,100000
349,Client_0349,Ouagadougou,particulier,500000
350,Client_0350,Koudougou,particulier,50000
351,Client_0351,Ouagadougou,comptoir,500000
352,Client_0352,Bobo-Dioulasso,particulier,100000
353,Client_0353,Koudougou,entreprise,0
354,Client_0354,Bobo-Dioulasso,particulier,0
355,Client_0355,Ouagadougou,particulier,100000
356,Client_0356,Koudougou,particulier,500000
357,Client_0357,Ouagadougou,comptoir,100000
358,Client_0358,Ouagadougou,comptoir,500000
359,Client_0359,Bobo-Dioulasso,particulier,1000000
360,Client_0360,Koudougou,entreprise,100000
361,Client_0361,Bobo-Dioulasso,entreprise,1000000
362,Client_0362,Ouagadougou,particulier,1000000
363,Client_0363,Bobo-Dioulasso,comptoir,0
364,Client_0364,Koudougou,particulier,500000
365,Client_0365,Ouagadougou,particulier,50000
366,Client_0366,Ouagadougou,particulier,500000
367,Client_0367,Ouagadougou,comptoir,100000
368,Client_0368,Ouagadougou,comptoir,0
369,Client_0369,Bobo-Dioulasso,particulier,0
370,Client_0370,Ouagadougou,particulier,1000000
371,Client_0371,Koudougou,particulier,50000
372,Client_0372,Ouagadougou,particulier,1000000
373,Client_0373,Koudougou,particulier,1000000
374,Client_0374,Koudougou,particulier,500000
375,Client_0375,Koudougou,comptoir,0
376,Client_0376,Ouagadougou,particulier,50000
377,Client_0377,Koudougou,particulier,1000000
378,Client_0378,Ouagadougou,particulier,0
379,Client_0379,Bobo-Dioulasso,particulier,500000
380,Client_0380,Ouagadougou,particulier,0
381,Client_0381,Bobo-Dioulasso,entreprise,1000000
382,Client_0382,Ouagadougou,particulier,100000
383,Client_0383,Bobo-Dioulasso,particulier,500000
384,Client_0384,Bobo-Dioulasso,particulier,0
385,Client_0385,Ouagadougou,particulier,100000
386,Client_0386,Bobo-Dioulasso,particulier,100000
387,Client_0387,Ouagadougou,particulier,50000
388,Client_0388,Ouagadougou,entreprise,500000
389,Client_0389,Koudougou,particulier,50000
390,Client_0390,Ouagadougou,particulier,1000000
391,Client_0391,Ouagadougou,entreprise,1000000
392,Client_0392,Ouagadougou,particulier,500000
393,Client_0393,Bobo-Dioulasso,particulier,500000
394,Client_0394,Bobo-Dioulasso,particulier,0
395,Client_0395,Ouagadougou,comptoir,1000000
396,Client_0396,Koudougou,particulier,50000
397,Client_0397,Bobo-Dioulasso,particulier,100000
398,Client_0398,Ouagadougou,entreprise,500000
399,Client_0399,Koudougou,particulier,100000
400,Client_0400,Ouagadougou,entreprise,0
401,Client_0401,Bobo-Dioulasso,particulier,100000
402,Client_0402,Bobo-Dioulasso,particulier,100000
403,Client_0403,Ouagadougou,particulier,0
404,Client_0404,Bobo-Dioulasso,particulier,500000
405,Client_0405,Koudougou,particulier,500000
406,Client_0406,Bobo-Dioulasso,entreprise,0
407,Client_0407,Koudougou,entreprise,1000000
408,Client_0408,Bobo-Dioulasso,particulier,1000000
409,Client_0409,Koudougou,entreprise,0
410,Client_0410,Ouagadougou,particulier,500000
411,Client_0411,Koudougou,particulier,1000000
412,Client_0412,Ouagadougou,particulier,1000000
413,Client_0413,Ouagadougou,particulier,500000
414,Client_0414,Ouagadougou,comptoir,50000
415,Client_0415,Koudougou,particulier,500000
416,Client_0416,Bobo-Dioulasso,particulier,500000
417,Client_0417,Ouagadougou,particulier,50000
418,Client_0418,Bobo-Dioulasso,particulier,0
419,Client_0419,Ouagadougou,entreprise,1000000
420,Client_0420,Koudougou,particulier,1000000
421,Client_0421,Bobo-Dioulasso,entreprise,0
422,Client_0422,Bobo-Dioulasso,particulier,500000
423,Client_0423,Ouagadougou,particulier,0
424,Client_0424,Bobo-Dioulasso,particulier,50000
425,Client_0425,Ouagadougou,entreprise,100000
426,Client_0426,Bobo-Dioulasso,particulier,1000000
427,Client_0427,Ouagadougou,particulier,0
428,Client_0428,Koudougou,particulier,0
429,Client_0429,Ouagadougou,particulier,50000
430,Client_0430,Koudougou,particulier,100000
431,Client_0431,Bobo-Dioulasso,particulier,0
432,Client_0432,Ouagadougou,particulier,50000
433,Client_0433,Koudougou,particulier,100000
434,Client_0434,Bobo-Dioulasso,particulier,0
435,Client_0435,Ouagadougou,particulier,500000
436,Client_0436,Ouagadougou,particulier,50000
437,Client_0437,Ouagadougou,particulier,0
438,Client_0438,Bobo-Dioulasso,particulier,0
439,Client_0439,Bobo-Dioulasso,particulier,100000
440,Client_0440,Koudougou,particulier,0
441,Client_0441,Bobo-Dioulasso,particulier,50000
442,Client_0442,Bobo-Dioulasso,comptoir,50000
443,Client_0443,Ouagadougou,particulier,1000000
444,Client_0444,Ouagadougou,particulier,500000
445,Client_0445,Ouagadougou,particulier,100000
446,Client_0446,Bobo-Dioulasso,particulier,0
447,Client_0447,Ouagadougou,particulier,0
448,Client_0448,Ouagadougou,particulier,1000000
449,Client_0449,Ouagadougou,particulier,0
450,Client_0450,Bobo-Dioulasso,particulier,50000
451,Client_0451,Ouagadougou,particulier,500000
452,Client_0452,Bobo-Dioulasso,particulier,1000000
453,Client_0453,Bobo-Dioulasso,particulier,0
454,Client_0454,Koudougou,particulier,50000
455,Client_0455,Ouagadougou,particulier,500000
456,Client_0456,Bobo-Dioulasso,entreprise,0
457,Client_0457,Ouagadougou,particulier,0
458,Client_0458,Bobo-Dioulasso,particulier,1000000
459,Client_0459,Bobo-Dioulasso,entreprise,0
460,Client_0460,Bobo-Dioulasso,particulier,500000
461,Client_0461,Ouagadougou,particulier,1000000
462,Client_0462,Ouagadougou,particulier,50000
463,Client_0463,Ouagadougou,particulier,0
464,Client_0464,Bobo-Dioulasso,entreprise,500000
465,Client_0465,Bobo-Dioulasso,particulier,100000
466,Client_0466,Bobo-Dioulasso,particulier,50000
467,Client_0467,Bobo-Dioulasso,particulier,50000
468,Client_0468,Bobo-Dioulasso,particulier,50000
469,Client_0469,Bobo-Dioulasso,particulier,500000
470,Client_0470,Koudougou,particulier,50000
471,Client_0471,Bobo-Dioulasso,entreprise,1000000
472,Client_0472,Ouagadougou,particulier,100000
473,Client_0473,Ouagadougou,particulier,0
474,Client_0474,Bobo-Dioulasso,particulier,100000
475,Client_0475,Bobo-Dioulasso,particulier,0
476,Client_0476,Bobo-Dioulasso,entreprise,1000000
477,Client_0477,Bobo-Dioulasso,particulier,0
478,Client_0478,Koudougou,particulier,1000000
479,Client_0479,Ouagadougou,particulier,100000
480,Client_0480,Bobo-Dioulasso,particulier,100000
481,Client_0481,Ouagadougou,entreprise,100000
482,Client_0482,Ouagadougou,comptoir,0
483,Client_0483,Bobo-Dioulasso,comptoir,1000000
484,Client_0484,Bobo-Dioulasso,particulier,100000
485,Client_0485,Bobo-Dioulasso,entreprise,1000000
486,Client_0486,Ouagadougou,entreprise,500000
487,Client_0487,Ouagadougou,entreprise,0
488,Client_0488,Bobo-Dioulasso,particulier,1000000
489,Client_0489,Bobo-Dioulasso,particulier,500000
490,Client_0490,Ouagadougou,particulier,1000000
491,Client_0491,Ouagadougou,entreprise,1000000
492,Client_0492,Koudougou,particulier,100000
493,Client_0493,Ouagadougou,particulier,500000
494,Client_0494,Ouagadougou,particulier,100000
495,Client_0495,Ouagadougou,particulier,100000
496,Client_0496,Bobo-Dioulasso,particulier,100000
497,Client_0497,Koudougou,particulier,0
498,Client_0498,Bobo-Dioulasso,particulier,100000
499,Client_0499,Ouagadougou,entreprise,100000
500,Client_0500,Ouagadougou,particulier,0
501,Client_0501,Koudougou,comptoir,1000000
502,Client_0502,Ouagadougou,particulier,500000
503,Client_0503,Ouagadougou,particulier,0
504,Client_0504,Bobo-Dioulasso,entreprise,50000
505,Client_0505,Koudougou,particulier,0
506,Client_0506,Koudougou,particulier,100000
507,Client_0507,Ouagadougou,particulier,0
508,Client_0508,Ouagadougou,particulier,1000000
509,Client_0509,Ouagadougou,particulier,1000000
510,Client_0510,Ouagadougou,particulier,500000
511,Client_0511,Koudougou,particulier,1000000
512,Client_0512,Ouagadougou,entreprise,1000000
513,Client_0513,Ouagadougou,comptoir,50000
514,Client_0514,Bobo-Dioulasso,particulier,100000
515,Client_0515,Koudougou,particulier,500000
516,Client_0516,Bobo-Dioulasso,particulier,1000000
517,Client_0517,Bobo-Dioulasso,particulier,1000000
518,Client_0518,Ouagadougou,entreprise,1000000
519,Client_0519,Ouagadougou,comptoir,1000000
520,Client_0520,Ouagadougou,particulier,50000
521,Client_0521,Ouagadougou,particulier,500000
522,Client_0522,Ouagadougou,particulier,0
523,Client_0523,Koudougou,particulier,100000
524,Client_0524,Koudougou,particulier,0
525,Client_0525,Ouagadougou,particulier,1000000
526,Client_0526,Ouagadougou,particulier,50000
527,Client_0527,Ouagadougou,particulier,100000
528,Client_0528,Bobo-Dioulasso,particulier,1000000
529,Client_0529,Ouagadougou,particulier,500000
530,Client_0530,Bobo-Dioulasso,particulier,0
531,Client_0531,Ouagadougou,entreprise,500000
532,Client_0532,Koudougou,entreprise,100000
533,Client_0533,Ouagadougou,comptoir,1000000
534,Client_0534,Bobo-Dioulasso,particulier,500000
535,Client_0535,Ouagadougou,particulier,1000000
536,Client_0536,Ouagadougou,particulier,50000
537,Client_0537,Ouagadougou,particulier,500000
538,Client_0538,Ouagadougou,particulier,50000
539,Client_0539,Bobo-Dioulasso,particulier,1000000
540,Client_0540,Ouagadougou,particulier,1000000
541,Client_0541,Koudougou,particulier,500000
542,Client_0542,Koudougou,entreprise,50000
543,Client_0543,Ouagadougou,particulier,100000
544,Client_0544,Bobo-Dioulasso,particulier,100000
545,Client_0545,Koudougou,particulier,1000000
546,Client_0546,Bobo-Dioulasso,particulier,50000
547,Client_0547,Ouagadougou,particulier,100000
548,Client_0548,Ouagadougou,particulier,1000000
549,Client_0549,Ouagadougou,particulier,500000
550,Client_0550,Koudougou,entreprise,500000
551,Client_0551,Bobo-Dioulasso,particulier,0
552,Client_0552,Koudougou,particulier,500000
553,Client_0553,Bobo-Dioulasso,particulier,0
554,Client_0554,Bobo-Dioulasso,particulier,0
555,Client_0555,Ouagadougou,particulier,100000
556,Client_0556,Ouagadougou,particulier,50000
557,Client_0557,Bobo-Dioulasso,entreprise,50000
558,Client_0558,Ouagadougou,particulier,1000000
559,Client_0559,Ouagadougou,particulier,500000
560,Client_0560,Bobo-Dioulasso,entreprise,500000
561,Client_0561,Bobo-Dioulasso,particulier,100000
562,Client_0562,Koudougou,comptoir,100000
563,Client_0563,Bobo-Dioulasso,entreprise,50000
564,Client_0564,Ouagadougou,particulier,100000
565,Client_0565,Ouagadougou,particulier,0
566,Client_0566,Bobo-Dioulasso,particulier,100000
567,Client_0567,Bobo-Dioulasso,particulier,50000
568,Client_0568,Ouagadougou,particulier,50000
569,Client_0569,Ouagadougou,particulier,0
570,Client_0570,Bobo-Dioulasso,particulier,1000000
571,Client_0571,Bobo-Dioulasso,entreprise,100000
572,Client_0572,Bobo-Dioulasso,comptoir,0
573,Client_0573,Bobo-Dioulasso,entreprise,500000
