id_vente,id_ticket,date_vente,heure,id_magasin,id_vendeur,id_client,id_produit,quantite,prix_unitaire_ht,taux_remise,montant_ht,montant_tva,montant_ttc,mode_paiement,canal,est_retour,poids_kg,mois,annee
179120,T05-230101-000035,2023-01-01,18:29,5,19,9043,126,12,3775,0.0,45300,8154,53454,Mobile Money,Magasin,0,18.48,1,2023
219202,T05-230101-000035,2023-01-01,14:15,5,19,18766,49,10,6925,0.0,69250,12465,81715,Créance 30 j,Magasin,0,13.6,1,2023
2823,T01-230102-000036,2023-01-02,11:12,1,20,3856,134,15,12000,0.04,172800,31104,203904,Espèces,Magasin,0,276.0,1,2023
4645,T01-230102-000036,2023-01-02,11:29,1,20,0,97,2,14225,0.0,28450,5121,33571,Espèces,Magasin,0,3.92,1,2023
6278,T01-230102-000037,2023-01-02,18:53,1,15,16018,37,3,1250,0.0,3750,675,4425,Mobile Money,Livraison,0,1.65,1,2023
15376,T01-230102-000037,2023-01-02,10:41,1,15,19633,95,3,10300,0.0,30900,5562,36462,Espèces,Magasin,0,6.69,1,2023
21243,T01-230102-000038,2023-01-02,11:14,1,15,10812,37,4,1225,0.0,4900,882,5782,Espèces,Magasin,0,2.2,1,2023
31537,T01-230102-000038,2023-01-02,12:30,1,10,5073,97,4,14300,0.04,54912,9884,64796,Espèces,Magasin,0,7.84,1,2023
34331,T01-230102-000039,2023-01-02,18:57,1,10,3700,81,3,30775,0.04,88632,15954,104586,Mobile Money,Magasin,0,19.47,1,2023
36959,T01-230102-000039,2023-01-02,10:13,1,20,0,3,44,5300,0.0,233200,41976,275176,Virement,Magasin,0,2446.4,1,2023
37184,T01-230102-000040,2023-01-02,08:59,1,10,11707,33,4,2100,0.0,8400,1512,9 912 FCFA,Espèces,Magasin,0,1.92,1,2023
40265,T01-230102-000040,2023-01-02,15:37,1,20,15395,63,2,3125,0.0,6250,1125,7375,Virement,Livraison,0,1.56,1,2023
43140,T01-230102-000041,2023-01-02,09:17,1,5,10482,78,5,27600,0.0,138000,24840,162840,Mobile Money,Livraison,0,27.05,1,2023
45869,T01-230102-000041,2023-01-02,11:47,1,20,21670,9,3,5225,0.0,15675,2822,18497,Espèces,Téléphone,0,116.94,1,2023
45909,T01-230102-000042,2023-02-01,13:24,1,10,2407,17,1,875,0.04,840,151,991,Chèque,Livraison,0,1.61,1,2023
47638,T01-230102-000042,2023-01-02,09:34,1,10,12783,32,7,1775,0.0,12425,2236,14661,Chèque,Magasin,0,3.71,1,2023
52732,T01-230102-000043,2023-01-02,11:47,1,5,8120,147,4,7125,0.04,27360,4925,32285,Chèque,Magasin,0,3.32,1,2023
53512,T01-230102-000043,2023-01-02,12:00,1,5,1105,30,2,1375,0.0,2750,495,3245,Chèque,Magasin,0,0.82,1,2023
55302,T01-230102-000044,2023-01-02,08:46,1,15,13592,11,9,6200,0.0,55800,10044,65844,Virement,Livraison,0,428.04,1,2023
58059,T01-230102-000044,2023-01-02,17:27,1,5,17974,31,6,2175,0.04,12528,2255,14783,Mobile Money,Livraison,0,1.5,1,2023
60880,T01-230102-000045,2023-01-02,12:17,1,20,1833,105,7,18775,0.0,131425,23656,155081,Mobile Money,Livraison,0,16.1,1,2023
66240,T01-230102-000045,2023-01-02,12:18,1,20,18061,7,13,3725,0.0,48425,8716,57141,Espèces,Magasin,0,429.78,1,2023
77913,T01-230102-000046,2023-01-02,09:48,1,15,7654,97,4,14800,0.0,59200,10656,69856,Mobile Money,Livraison,0,7.84,1,2023
80329,T01-230102-000046,2023-01-02,12:30,1,10,13341,142,-2,8400,0.04,-16128,-2903,-19031,Virement,Magasin,1,-1.6,1,2023
86507,T01-230102-000047,2023-01-02,11:36,1,20,13031,81,8,30800,0.0,246400,44352,290752,Virement,Magasin,0,51.92,1,2023
88746,T01-230102-000047,2023-01-02,13:32,1,15,12576,26,4,17925,0.04,68832,12390,81222,Virement,Magasin,0,8901.36,1,2023
94116,T01-230102-000048,2023-01-02,14:23,1,5,22795,9,2,5100,0.04,9792,1763,11555,Virement,Magasin,0,77.96,1,2023
94405,T01-230102-000048,2023-01-02,14:54,1,15,2764,128,3,15525,0.04,44712,8048,52760,Chèque,Magasin,0,45.84,1,2023
96958,T01-230102-000049,2023-01-02,18:17,1,20,3518,126,12,3625,0.08,40020,7204,47224,Mobile Money,Magasin,0,18.48,1,2023
97434,T01-230102-000049,2023-01-02,15:33,1,20,0,48,15,8800,0.0,132000,23760,155760,Mobile Money,Livraison,0,24.0,1,2023
98730,T01-230102-000050,2023-01-02,10:00,1,20,22680,94,3,7600,0.0,22800,4104,26904,Mobile Money,Livraison,0,9.57,1,2023
99264,T01-230102-000050,2023-01-02,13:07,1,15,18203,48,2,9200,0.04,17664,3180,20844,Mobile Money,Magasin,0,3.2,1,2023
103335,T01-230102-000051,2023-01-02,18:54,1,20,21638,43,1,8200,0.0,8200,1476,9676,Espèces,Magasin,0,1.15,1,2023
104658,T01-230102-000051,2023-01-02,10:11,1,20,14166,24,2,22900,0.0,45800,8244,54044,Mobile Money,Magasin,0,2249.2,1,2023
110207,T01-230102-000052,2023-01-02,10:34,1,15,0,87,1,9000,0.0,9000,1620,10620,Chèque,Magasin,0,2.79,1,2023
115871,T01-230102-000052,2023-01-02,17:38,1,15,4357,73,9,27300,0.0,245700,44226,289926,Chèque,Magasin,0,57.06,1,2023
129126,T01-230102-000053,2023-01-02,10:15,1,15,5048,35,2,1700,0.08,3128,563,3691,Chèque,Livraison,0,0.46,1,2023
129239,T01-230102-000053,2023-02-01,18:28,1,20,18637,76,4,17425,0.08,64124,11542,75666,Mobile Money,Magasin,0,47.08,1,2023
133363,T01-230102-000054,2023-01-02,11:56,1,5,14288,2,9,5700,0.0,51300,9234,60 534 FCFA,Créance 30 j,Livraison,0,254.16,1,2023
135458,T01-230102-000054,2023-01-02,07:07,1,15,12837,51,5,6500,0.0,32500,5850,38350,Espèces,Livraison,0,3.45,1,2023
136138,T01-230102-000055,2023-01-02,11:04,1,10,3041,150,2,4575,0.04,8784,1581,10365,Virement,Magasin,0,1.04,1,2023
141276,T01-230102-000055,2023-01-02,08:24,1,15,20037,136,5,12125,0.0,60625,10912,71537,Espèces,Magasin,0,85.5,1,2023
144700,T01-230102-000056,2023-01-02,18:28,1,15,20420,57,8,6550,0.08,48208,8677,56885,Chèque,Magasin,0,5.44,1,2023
145945,T01-230102-000056,2023-01-02,07:50,1,15,18630,152,3,4175,0.0,12525,2254,14779,Chèque,Magasin,0,1.47,1,2023
146503,T01-230102-000057,2023-01-02,14:48,1,20,14179,16,8,600,0.0,4800,864,5664,Espèces,Magasin,0,23.2,1,2023
146557,T01-230102-000057,2023-01-02,13:35,1,20,0,16,10,600,0.0,6000,1080,7080,Chèque,Magasin,0,29.0,1,2023
149968,T01-230102-000058,2023-01-02,12:07,1,15,20936,40,2,1925,0.0,3850,693,4543,Chèque,Téléphone,0,0.44,1,2023
150199,T01-230102-000058,2023-01-02,09:36,1,20,6161,3,3,5350,0.04,15408,2773,18181,Chèque,Magasin,0,166.8,1,2023
153764,T01-230102-000059,2023-01-02,10:25,1,5,900371,22,3,600,0.08,1656,298,1954,Chèque,Magasin,0,10.83,1,2023
160595,T01-230102-000059,2023-02-01,18:32,1,20,873,97,15,14775,0.0,221625,39892,261517,Espèces,Magasin,0,29.4,1,2023
165744,T01-230102-000060,2023-01-02,17:38,1,20,5710,150,4,4600,0.03,17848,3213,21061,Espèces,Livraison,0,2.08,1,2023
166051,T01-230102-000060,2023-01-02,11:04,1,5,20159,24,4,21875,0.0,87500,15750,103250,Mobile Money,Livraison,0,4498.4,1,2023
178490,T01-230102-000061,2023-01-02,08:37,1,20,0,51,3,6525,0.0,19575,3524,23099,Chèque,Livraison,0,2.07,1,2023
184295,T01-230102-000061,2023-01-02,09:38,1,15,9145,70,9,3675,0.0,33075,5954,39029,Espèces,Téléphone,0,8.64,1,2023
192098,T01-230102-000062,2023-01-02,14:45,1,5,23308,28,2,20175,0.08,37122,6682,43804,Chèque,Magasin,0,2389.94,1,2023
193396,T01-230102-000062,2023-02-01,13:56,1,10,0,64,2,2800,0.0,5600,1008,6608,Virement,Magasin,0,1.32,1,2023
195497,T01-230102-000063,2023-01-02,13:05,1,5,0,15,4,900,0.0,3600,648,4248,Virement,Magasin,0,11.76,1,2023
197878,T01-230102-000063,2023-01-02,08:09,1,15,20191,136,3,12350,0.0,37050,6669,43719,Espèces,Magasin,0,51.3,1,2023
198969,T01-230102-000064,2023-01-02,16:18,1,20,14336,12,7,5650,0.0,39550,7119,46669,Espèces,Téléphone,0,394.03,1,2023
205893,T01-230102-000064,2023-01-02,07:28,1,20,22203,17,1,900,0.0,900,162,1062,Chèque,Magasin,0,1.61,1,2023
208937,T01-230102-000065,2023-01-02,12:05,1,5,13701,14,12,1225,0.0,14700,2646,17346,Espèces,Magasin,0,51.36,1,2023
211568,T01-230102-000065,2023-01-02,16:24,1,10,16372,36,4,2275,0.0,9100,1638,10738,Virement,Magasin,0,1.76,1,2023
220471,T01-230102-000066,2023-01-02,07:39,1,10,13815,3,2,5400,0.0,10800,1944,12744,Virement,Magasin,0,111.2,1,2023
223424,T01-230102-000066,2023-01-02,13:51,1,5,6769,4,3,3625,0.08,10005,1801,11806,Virement,Magasin,0,98.04,1,2023
229573,T01-230102-000067,2023-01-02,18:15,1,10,16178,7,17,3800,0.0,64600,11628,76228,Chèque,Magasin,0,562.02,1,2023
238847,T01-230102-000067,2023-01-02,08:30,1,20,21263,123,10,3350,0.0,33500,6030,39530,Mobile Money,Magasin,0,5.9,1,2023
297,T02-230102-000068,2023-01-02,15:00,2,1,12596,40,4,2000,0.0,8000,1440,9440,Mobile Money,Magasin,0,0.88,1,2023
3678,T02-230102-000068,2023-01-02,14:23,2,16,1584,154,1,4675,0.04,4488,808,5296,Espèces,Livraison,0,0.36,1,2023
6877,T02-230102-000068,2023-01-02,07:57,2,11,18300,62,1,3225,0.04,3096,557,3653,Virement,Magasin,0,0.97,1,2023
8031,T02-230102-000069,2023-01-02,11:29,2,16,7286,57,10,6525,0.0,65250,11745,76995,Espèces,Magasin,0,6.8,1,2023
9930,T02-230102-000069,2023-01-02,16:45,2,16,0,56,4,4250,0.0,17000,3060,20060,Créance 30 j,Magasin,0,6.4,1,2023
29284,T02-230102-000069,2023-01-02,07:01,2,11,3226,61,5,2925,0.0,14625,2632,17257,Mobile Money,Livraison,0,6.5,1,2023
29664,T02-230102-000070,2023-01-02,17:51,2,6,3504,12,5,5500,0.07,25575,4604,30179,Espèces,Magasin,0,281.45,1,2023
31063,T02-230102-000070,2023-01-02,17:57,2,6,14486,8,4,5300,0.0,21200,3816,25016,Mobile Money,Magasin,0,270.72,1,2023
32231,T02-230102-000070,2023-02-01,09:40,2,11,8624,56,2,4325,0.07,8044,1448,9492,Mobile Money,Magasin,0,3.2,1,2023
33356,T02-230102-000071,2023-01-02,12:29,2,1,0,21,6,950,0.0,5700,1026,6726,Espèces,Magasin,0,15.54,1,2023
36265,T02-230102-000071,2023-01-02,11:55,2,11,17669,3,19,5325,0.04,97128,17483,114611,Espèces,Magasin,0,1056.4,1,2023
46471,T02-230102-000071,2023-01-02,13:38,2,16,19281,10,6,3750,0.04,21600,3888,25488,Espèces,Magasin,0,204.9,1,2023
47367,T02-230102-000072,2023-01-02,16:43,2,11,18554,151,3,5550,0.04,15984,2877,18861,Espèces,Magasin,0,1.74,1,2023
47410,T02-230102-000072,2023-01-02,12:31,2,1,11114,23,5,22850,0.08,105110,18920,124030,Chèque,Livraison,0,7038.55,1,2023
50143,T02-230102-000072,2023-01-02,13:07,2,11,18597,143,4,7450,0.0,29800,5364,35164,Espèces,Magasin,0,2.92,1,2023
54093,T02-230102-000073,2023-01-02,14:39,2,11,0,132,49,13725,0.0,672525,121054,793579,Mobile Money,Livraison,0,580.65,1,2023
56102,T02-230102-000073,2023-01-02,08:28,2,6,2543,66,4,4025,0.0,16100,2898,18998,Virement,Téléphone,0,5.04,1,2023
61657,T02-230102-000073,2023-01-02,07:36,2,11,20281,98,2,13725,0.04,26352,4743,31095,Créance 30 j,Magasin,0,6.32,1,2023
62153,T02-230102-000074,2023-01-02,13:36,2,1,11299,60,5,4875,0.0,24375,4388,28763,Espèces,Magasin,0,7.0,1,2023
67789,T02-230102-000074,2023-01-02,11:53,2,16,23318,55,16,7950,0.11,113208,20377,133585,Virement,Magasin,0,12.0,1,2023
69259,T02-230102-000074,2023-01-02,16:58,2,21,11905,82,23,34350,0.0,790050,142209,932259,Virement,Magasin,0,151.8,1,2023
74497,T02-230102-000075,2023-01-02,08:35,2,6,0,137,1,4625,0.0,4625,832,5457,Créance 30 j,Magasin,0,0.63,1,2023
89722,T02-230102-000075,2023-01-02,12:55,2,16,20593,22,7,600,0.08,3864,696,4560,Virement,Magasin,0,25.27,1,2023
90759,T02-230102-000075,2023-01-02,10:41,2,6,4004,30,2,1425,0.0,2850,513,3363,Espèces,Magasin,0,0.82,1,2023
92697,T02-230102-000076,2023-01-02,16:37,2,11,16087,5,6,4300,0.04,24768,4458,29226,Espèces,Magasin,0,157.74,1,2023
92736,T02-230102-000076,2023-01-02,13:05,2,11,0,30,3,1425,0.0,4275,770,5045,Créance 30 j,Magasin,0,1.23,1,2023
99694,T02-230102-000076,2023-01-02,10:30,2,21,0,147,3,7075,0.0,21225,3820,25045,Espèces,Magasin,0,2.49,1,2023
106432,T02-230102-000077,2023-01-02,11:10,2,16,20238,101,6,8025,0.0,48150,8667,56817,Chèque,Livraison,0,11.64,1,2023
112656,T02-230102-000077,2023-01-02,15:05,2,1,5907,154,2,4600,0.04,8832,1590,10422,Mobile Money,Magasin,0,0.72,1,2023
119574,T02-230102-000077,2023-01-02,17:52,2,6,5059,105,6,18550,0.08,102396,18431,120827,Espèces,Magasin,0,13.8,1,2023
124868,T02-230102-000078,2023-01-02,09:27,2,1,0,154,25,4750,0.0,118750,21375,140125,Espèces,Magasin,0,9.0,1,2023
131762,T02-230102-000078,2023-01-02,18:43,2,11,12294,76,4,16975,0.0,67900,12222,80122,Mobile Money,Magasin,0,47.08,1,2023
133670,T02-230102-000078,2023-01-02,14:58,2,11,0,99,1,8100,0.0,8100,1458,9558,Virement,Magasin,0,2.33,1,2023
142962,T02-230102-000079,2023-01-02,08:06,2,21,11831,68,1,2300,0.08,2116,381,2497,Créance 30 j,Magasin,0,1.1,1,2023
144093,T02-230102-000079,2023-02-01,14:02,2,16,13234,77,3,26100,0.04,75168,13530,88698,Mobile Money,Magasin,0,21.45,1,2023
144288,T02-230102-000079,2023-01-02,13:43,2,21,0,47,6,8450,0.0,50700,9126,59826,Virement,Magasin,0,8.16,1,2023
163115,T02-230102-000080,2023-01-02,16:07,2,6,0,24,2,22025,0.0,44050,7929,51979,Mobile Money,Magasin,0,2249.2,1,2023
203553,T02-230102-000080,2023-01-02,12:40,2,11,22117,111,1,17050,0.0,17050,3069,20119,Mobile Money,Magasin,0,1.26,1,2023
204276,T02-230102-000080,2023-01-02,09:49,2,6,10819,149,5,7575,0.04,36360,6545,42905,Espèces,Magasin,0,4.65,1,2023
205064,T02-230102-000081,2023-01-02,08:04,2,21,2800,34,6,1200,0.0,7200,1296,8496,Mobile Money,Téléphone,0,2.4,1,2023
212646,T02-230102-000081,2023-01-02,14:12,2,6,1941,35,7,1750,0.0,12250,2205,14 455 FCFA,Mobile Money,Téléphone,0,1.61,1,2023
216594,T02-230102-000081,2023-01-02,18:49,2,16,7881,82,1,34725,0.0,34725,6250,40975,Mobile Money,Magasin,0,6.6,1,2023
230720,T02-230102-000082,2023-01-02,08:44,2,21,0,8,5,5125,0.0,25625,4612,30237,Chèque,Magasin,0,338.4,1,2023
233110,T02-230102-000082,2023-01-02,18:57,2,6,2251,130,2,19775,0.04,37968,6834,44802,Chèque,Téléphone,0,21.8,1,2023
19238,T03-230102-000083,2023-01-02,12:54,3,12,21001,101,13,7875,0.0,102375,18428,120803,Espèces,Magasin,0,25.22,1,2023
25936,T03-230102-000083,2023-01-02,13:29,3,2,13247,2,5,5550,0.0,27750,4995,32745,Mobile Money,Magasin,0,141.2,1,2023
36083,T03-230102-000084,2023-01-02,16:42,3,7,8903,64,3,2950,0.04,8496,1529,10025,Chèque,Livraison,0,1.98,1,2023
41637,T03-230102-000084,2023-01-02,10:15,3,12,12393,25,4,26400,0.03,102432,18438,120870,Espèces,Magasin,0,6158.44,1,2023
48651,T03-230102-000085,2023-01-02,16:01,3,22,14854,2,11,5700,0.0,62700,11286,73986,Espèces,Magasin,0,310.64,1,2023
69638,T03-230102-000085,2023-01-02,16:21,3,2,0,117,10,3550,0.0,35500,6390,41890,Virement,Magasin,0,16.3,1,2023
82160,T03-230102-000086,2023-01-02,13:57,3,7,18843,74,3,30100,0.0,90300,16254,106554,Mobile Money,Magasin,0,24.15,1,2023
98033,T03-230102-000086,2023-01-02,15:28,3,12,10383,68,1,2300,0.04,2208,397,2605,Espèces,Magasin,0,1.1,1,2023
101492,T03-230102-000087,2023-01-02,12:47,3,12,0,51,1,6550,0.0,6550,1179,7729,Mobile Money,Livraison,0,0.69,1,2023
103063,T03-230102-000087,2023-01-02,14:52,3,2,0,142,1,8275,0.0,8275,1490,9765,Espèces,Livraison,0,0.8,1,2023
106575,T03-230102-000088,2023-01-02,09:51,3,2,0,104,7,16300,0.0,114100,20538,134638,Mobile Money,Magasin,0,14.42,1,2023
108104,T03-230102-000088,2023-01-02,17:34,3,2,0,19,3,875,0.0,2625,472,3097,Espèces,Téléphone,0,13.8,1,2023
124853,T03-230102-000089,2023-01-02,10:54,3,12,19756,126,11,3675,0.0,40425,7276,47701,Mobile Money,Livraison,0,16.94,1,2023
126347,T03-230102-000089,2023-01-02,16:14,3,7,12965,149,2,7400,0.0,14800,2664,17464,Espèces,Magasin,0,1.86,1,2023
131254,T03-230102-000090,2023-01-02,11:05,3,22,4531,71,28,2875,0.04,77280,13910,91190,Espèces,Magasin,0,19.32,1,2023
133708,T03-230102-000090,2023-01-02,16:59,3,12,7555,49,6,6750,0.0,40500,7290,47790,Virement,Téléphone,0,8.16,1,2023
158539,T03-230102-000091,2023-01-02,15:19,3,7,6498,45,15,9400,0.08,129720,23350,153070,Espèces,Magasin,0,9.45,1,2023
163196,T03-230102-000091,2023-01-02,07:35,3,7,4996,57,13,6200,0.0,80600,14508,95108,Chèque,Livraison,0,8.84,1,2023
165219,T03-230102-000092,2023-01-02,18:00,3,12,0,57,4,6250,0.0,25000,4500,29500,Mobile Money,Magasin,0,2.72,1,2023
165818,T03-230102-000092,2023-01-02,16:27,3,12,21698,25,3,27325,0.0,81975,14756,96731,Espèces,Livraison,0,4618.83,1,2023
172540,T03-230102-000093,2023-01-02,07:58,3,22,17048,3,2,5275,0.08,9706,1747,11453,Espèces,Magasin,0,111.2,1,2023
176297,T03-230102-000093,2023-01-02,09:58,3,12,7485,145,8,7925,0.0,63400,11412,74812,Chèque,Magasin,0,7.52,1,2023
180249,T03-230102-000094,2023-01-02,07:56,3,22,0,23,4,21650,0.0,86600,15588,102188,Mobile Money,Magasin,0,5630.84,1,2023
184262,T03-230102-000094,2023-01-02,15:17,3,2,15187,84,17,26425,0.0,449225,80860,530085,Espèces,Magasin,0,99.11,1,2023
186266,T03-230102-000095,2023-01-02,08:07,3,2,18718,44,7,7575,0.0,53025,9544,62569,Espèces,Téléphone,0,10.5,1,2023
194240,T03-230102-000095,2023-01-02,18:29,3,12,1145,116,3,3350,0.0,10050,1809,11859,Virement,Magasin,0,3.45,1,2023
202585,T03-230102-000096,2023-01-02,17:58,3,22,335,3,6,5225,0.0,31350,5643,36993,Créance 30 j,Magasin,0,333.6,1,2023
212072,T03-230102-000096,2023-01-02,07:10,3,17,1938,133,4,8225,0.0,32900,5922,38822,Espèces,Magasin,0,39.28,1,2023
219500,T03-230102-000097,2023-01-02,18:49,3,7,17185,26,8,18800,0.04,144384,25989,170373,Espèces,Magasin,0,17802.72,1,2023
226383,T03-230102-000097,2023-01-02,11:05,3,17,7500,145,5,7875,0.0,39375,7088,46463,Chèque,Magasin,0,4.7,1,2023
228724,T03-230102-000098,2023-01-02,13:30,3,17,21168,145,11,7875,0.0,86625,15592,102217,Virement,Magasin,0,10.34,1,2023
230546,T03-230102-000098,2023-01-02,10:08,3,7,19516,18,12,900,0.0,10800,1944,12744,Virement,Téléphone,0,52.56,1,2023
