id_vente,id_ticket,date_vente,heure,id_magasin,id_vendeur,id_client,id_produit,quantite,prix_unitaire_ht,taux_remise,montant_ht,montant_tva,montant_ttc,mode_paiement,canal,est_retour,poids_kg,mois,annee
129126,T01-230102-000053,2023-01-02,10:15,1,15,5048,35,2,1700,0.08,3128,563,3691,Chèque,Livraison,0,0.46,1,2023
129239,T01-230102-000053,2023-01-02,18:28,1,20,18637,76,4,17425,0.08,64124,11542,75666,Mobile Money,Magasin,0,47.08,1,2023
133363,T01-230102-000054,2023-01-02,11:56,1,5,14288,2,9,5700,0.0,51300,9234,60534,Créance 30 j,Livraison,0,254.16,1,2023
135458,T01-230102-000054,2023-01-02,07:07,1,15,12837,51,5,6500,0.0,32500,5850,38350,Espèces,Livraison,0,3.45,1,2023
136138,T01-230102-000055,2023-01-02,11:04,1,10,3041,150,2,4575,0.04,8784,1581,10365,Virement,Magasin,0,1.04,1,2023
141276,T01-230102-000055,2023-01-02,08:24,1,15,20037,136,5,12125,25.0,60625,10912,71537,Espèces,Magasin,0,85.5,1,2023
144700,T01-230102-000056,2023-01-02,18:28,1,15,20420,57,8,6550,0.08,48208,8677,56885,Chèque,Magasin,0,5.44,1,2023
145945,T01-230102-000056,02/01/2023,07:50,1,15,18630,152,3,4175,0.0,12525,2254,14779,Chèque,Magasin,0,1.47,1,2023
146503,T01-230102-000057,2023-01-02,14:48,1,20,14179,16,8,600,0.0,4800,864,5664,Espèces,Magasin,0,23.2,1,2023
146557,T01-230102-000057,2023-01-02,13:35,1,20,0,16,10,600,0.0,6000,1080,7 080 FCFA,Chèque,Magasin,0,29.0,1,2023
149968,T01-230102-000058,2023-01-02,12:07,1,15,20936,40,2,1925,0.0,3850,693,4543,Chèque,Téléphone,0,0.44,1,2023
150199,T01-230102-000058,2023-01-02,09:36,1,20,6161,3,3,5350,0.04,15408,2773,18181,Chèque,Magasin,0,166.8,1,2023
153764,T01-230102-000059,2023-01-02,10:25,1,5,15018,22,3,600,0.08,1656,298,1954,Chèque,Magasin,0,10.83,1,2023
160595,T01-230102-000059,2023-01-02,18:32,1,20,873,97,15,14775,0.0,221625,39892,261 517 FCFA,Espèces,Magasin,0,29.4,1,2023
165744,T01-230102-000060,2023-01-02,17:38,1,20,5710,150,4,4600,0.03,17848,3213,21061,Espèces,Livraison,0,2.08,1,2023
166051,T01-230102-000060,2023-01-02,11:04,1,5,20159,24,4,21875,0.0,87500,15750,103250,Mobile Money,Livraison,0,4498.4,1,2023
178490,T01-230102-000061,2023-01-02,08:37,1,20,0,51,3,6525,0.0,19575,3524,23099,Chèque,Livraison,0,2.07,1,2023
184295,T01-230102-000061,2023-01-02,09:38,1,15,9145,70,9,3675,0.0,33075,5954,39029,Espèces,Téléphone,0,8.64,1,2023
192098,T01-230102-000062,02/01/2023,14:45,1,5,23308,28,2,20175,0.08,37122,6682,43804,Chèque,Magasin,0,2389.94,1,2023
193396,T01-230102-000062,2023-01-02,13:56,1,10,0,64,2,2800,0.0,5600,1008,6608,Virement,Magasin,0,1.32,1,2023
195497,T01-230102-000063,2023-01-02,13:05,1,5,0,15,4,900,0.0,3600,648,4 248 FCFA,Virement,Magasin,0,11.76,1,2023
197878,T01-230102-000063,2023-01-02,08:09,1,15,20191,136,3,12350,0.0,37050,6669,43719,Espèces,Magasin,0,51.3,1,2023
198969,T01-230102-000064,2023-01-02,16:18,1,20,14336,12,7,5650,18.0,39550,7119,46 669 FCFA,Espèces,Téléphone,0,394.03,1,2023
205893,T01-230102-000064,2023-01-02,07:28,1,20,22203,17,1,900,0.0,900,162,1062,Chèque,Magasin,0,1.61,1,2023
208937,T01-230102-000065,2023-01-02,12:05,1,5,13701,14,12,1225,0.0,14700,2646,17346,Espèces,Magasin,0,51.36,1,2023
211568,T01-230102-000065,2023-01-02,16:24,1,10,16372,36,4,2275,0.0,9100,1638,10738,Virement,Magasin,0,1.76,1,2023
220471,T01-230102-000066,2023-01-02,07:39,1,10,13815,3,2,5400,0.0,10800,1944,12744,Virement,Magasin,0,111.2,1,2023
223424,T01-230102-000066,2023-01-02,13:51,1,5,6769,4,3,3625,0.08,10005,1801,11806,Virement,Magasin,0,98.04,1,2023
229573,T01-230102-000067,2023-01-02,18:15,1,10,16178,7,17,3800,0.0,64600,11628,76228,Chèque,Magasin,0,562.02,1,2023
238847,T01-230102-000067,2023-01-02,08:30,1,20,21263,123,10,3350,0.0,33500,6030,39530,Mobile Money,Magasin,0,5.9,1,2023
3504,T01-230103-000122,2023-01-03,14:11,1,10,3230,5,4,4500,0.04,17280,3110,20390,Mobile Money,Magasin,0,105.16,1,2023
6355,T01-230103-000122,03/01/2023,12:02,1,10,8811,103,3,14950,0.0,44850,8073,52923,Mobile Money,Magasin,0,5.46,1,2023
7682,T01-230103-000122,2023-01-03,16:26,1,10,926,132,1,13375,0.0,13375,2408,15783,Chèque,Magasin,0,11.85,1,2023
18369,T01-230103-000123,2023-01-03,17:55,1,20,19982,82,2,34275,0.04,65808,11845,77653,Espèces,Livraison,0,13.2,1,2023
18650,T01-230103-000123,2023-01-03,12:27,1,20,2382,27,8,14025,0.08,103224,18580,121804,Espèces,Magasin,0,14024.4,1,2023
19119,T01-230103-000123,2023-01-03,16:59,1,15,454,146,13,8000,0.0,104000,18720,122 720 FCFA,Chèque,Magasin,0,5.33,1,2023
25155,T01-230103-000124,2023-01-03,15:32,1,10,15982,18,12,925,0.04,10656,1918,12574,Espèces,Magasin,0,52.56,1,2023
34167,T01-230103-000124,2023-01-03,13:42,1,10,22616,23,13,22350,0.0,290550,52299,342849,Chèque,Livraison,0,18300.23,1,2023
34297,T01-230103-000124,2023-01-03,18:14,1,20,13459,152,2,4025,0.0,8050,1449,9499,Espèces,Magasin,0,0.98,1,2023
42651,T01-230103-000125,2023-01-03,14:18,1,5,16408,50,2,5325,0.04,10224,1840,12064,Espèces,Magasin,0,2.7,1,2023
44838,T01-230103-000125,2023-01-03,13:09,1,20,20096,28,5,20475,0.0,102375,18428,120803,Chèque,Magasin,0,5974.85,1,2023
49710,T01-230103-000125,2023-01-03,17:40,1,15,189,16,6,600,0.04,3456,622,4078,Mobile Money,Magasin,0,17.4,1,2023
50331,T01-230103-000126,2023-01-03,16:11,1,15,3665,43,4,8100,18.0,32400,5832,38232,Espèces,Magasin,0,4.6,1,2023
51604,T01-230103-000126,2023-01-03,13:58,1,10,20776,51,1,6300,0.0,6300,1134,7434,Chèque,Livraison,0,0.69,1,2023
53761,T01-230103-000126,2023-01-03,15:52,1,15,8514,115,2,2775,0.08,5106,919,6025,Virement,Magasin,0,3.14,1,2023
60601,T01-230103-000127,2023-01-03,11:32,1,5,5977,71,1,2875,0.04,2760,497,3257,Mobile Money,Magasin,0,0.69,1,2023
72985,T01-230103-000127,2023-01-03,08:44,1,10,12144,36,2,2300,0.04,4416,795,5211,Chèque,Livraison,0,0.88,1,2023
73757,T01-230103-000127,2023-01-03,15:03,1,20,2188,11,42,6125,0.04,246960,44453,291 413 FCFA,Mobile Money,Magasin,0,1997.52,1,2023
77655,T01-230103-000128,2023-01-03,12:00,1,20,17963,134,4,12050,0.0,48200,8676,56 876 FCFA,Créance 30 j,Magasin,0,73.6,1,2023
80832,T01-230103-000128,2023-01-03,13:26,1,10,15206,26,2,18400,0.0,36800,6624,43424,Espèces,Magasin,0,4450.68,1,2023
89138,T01-230103-000128,2023-01-03,07:16,1,10,20096,25,3,27175,0.0,81525,14674,96199,Espèces,Magasin,0,4618.83,1,2023
96983,T01-230103-000129,2023-01-03,13:20,1,20,0,131,8,9200,0.0,73600,13248,86848,Virement,Magasin,0,137.28,1,2023
108479,T01-230103-000129,2023-01-03,16:18,1,5,0,105,1,18950,0.0,18950,3411,22361,Chèque,Magasin,0,2.3,1,2023
109829,T01-230103-000129,2023-01-03,09:25,1,15,17798,152,4,4100,0.04,15744,2834,18578,Mobile Money,Livraison,0,1.96,1,2023
111559,T01-230103-000130,2023-01-03,17:35,1,5,13140,44,1,7500,0.08,6900,1242,8142,Mobile Money,Livraison,0,1.5,1,2023
111769,T01-230103-000130,2023-01-03,16:47,1,15,8041,48,2,9125,0.08,16790,3022,19812,Mobile Money,Magasin,0,3.2,1,2023
113132,T01-230103-000130,2023-01-03,09:45,1,15,10764,9,60,5200,0.0,312000,56160,368160,Virement,Magasin,0,2338.8,1,2023
117770,T01-230103-000131,2023-01-03,10:20,1,20,0,71,3,2975,0.0,8925,1606,10531,Chèque,Magasin,0,2.07,1,2023
124884,T01-230103-000131,2023-01-03,07:17,1,5,6836,30,12,1350,0.04,15552,2799,18351,Espèces,Magasin,0,4.92,1,2023
126930,T01-230103-000131,2023-01-03,16:45,1,5,12009,105,2,18750,0.04,36000,6480,42480,Espèces,Magasin,0,4.6,1,2023
133961,T01-230103-000132,2023-01-03,14:58,1,15,2533,14,2,1175,12.0,2256,406,2662,Espèces,Magasin,0,8.56,1,2023
135502,T01-230103-000132,2023-01-03,18:52,1,5,19649,105,5,18525,0.0,92625,16672,109297,Chèque,Magasin,0,11.5,1,2023
136629,T01-230103-000132,2023-01-03,12:49,1,20,14159,15,6,900,0.0,5400,972,6 372 FCFA,Mobile Money,Magasin,0,17.64,1,2023
139500,T01-230103-000133,2023-01-03,15:37,1,10,6941,100,2,16275,0.0,32550,5859,38409,Espèces,Magasin,0,4.76,1,2023
140992,T01-230103-000133,2023-01-03,07:17,1,20,17925,97,1,14750,0.0,14750,2655,17405,Mobile Money,Magasin,0,1.96,1,2023
142479,T01-230103-000133,2023-01-03,13:35,1,5,22595,8,9,5175,0.04,44712,8048,52760,Chèque,Magasin,0,609.12,1,2023
142617,T01-230103-000134,2023-01-03,11:57,1,5,17667,121,31,4400,0.04,130944,23570,154514,Mobile Money,Magasin,0,21.08,1,2023
144912,T01-230103-000134,2023-01-03,15:31,1,20,0,133,7,8350,0.0,58450,10521,68971,Chèque,Magasin,0,68.74,1,2023
155362,T01-230103-000134,2023-01-03,12:56,1,10,7093,78,2,27200,0.0,54400,9792,64192,Espèces,Livraison,0,10.82,1,2023
156789,T01-230103-000135,2023-01-03,14:36,1,15,11886,19,13,900,0.08,10764,1938,12702,Virement,Magasin,0,59.8,1,2023
167079,T01-230103-000135,2023-01-03,11:46,1,15,16281,35,1,1700,0.08,1564,282,1846,Espèces,Livraison,0,0.23,1,2023
170179,T01-230103-000135,03/01/2023,07:50,1,5,13529,52,3,5450,0.04,15696,2825,18521,Espèces,Magasin,0,2.04,1,2023
174310,T01-230103-000136,2023-01-03,18:01,1,5,21871,49,5,6875,0.0,34375,6188,40563,Espèces,Magasin,0,6.8,1,2023
188229,T01-230103-000136,2023-01-03,13:02,1,10,3624,123,4,3350,0.08,12328,2219,14547,Virement,Magasin,0,2.36,1,2023
196025,T01-230103-000136,2023-01-03,10:30,1,5,7545,21,1,975,0.0,975,176,1151,Espèces,Magasin,0,2.59,1,2023
199069,T01-230103-000137,2023-01-03,18:52,1,10,21335,38,2,1775,0.04,3408,613,4021,Virement,Magasin,0,1.16,1,2023
204657,T01-230103-000137,2023-01-03,18:03,1,5,8619,153,5,7100,0.0,35500,6390,41890,Virement,Livraison,0,3.85,1,2023
207049,T01-230103-000137,2023-01-03,14:53,1,5,9311,7,3,3675,0.08,10143,1826,11969,Chèque,Magasin,0,99.18,1,2023
207864,T01-230103-000138,2023-01-03,09:10,1,10,19098,22,2,575,0.0,1150,207,1357,Virement,Livraison,0,7.22,1,2023
216046,T01-230103-000138,2023-01-03,08:35,1,10,12324,24,6,22000,0.08,121440,21859,143299,Espèces,Livraison,0,6747.6,1,2023
216702,T01-230103-000138,2023-01-03,12:35,1,10,7176,49,9,7050,0.0,63450,11421,74871,Chèque,Magasin,0,12.24,1,2023
223275,T01-230103-000139,2023-01-03,16:20,1,10,20092,142,5,8450,0.0,42250,7605,49855,Mobile Money,Magasin,0,4.0,1,2023
223474,T01-230103-000139,2023-01-03,14:46,1,15,5780,5,12,4275,0.0,51300,9234,60534,Mobile Money,Magasin,0,315.48,1,2023
224556,T01-230103-000139,2023-01-03,14:15,1,15,0,100,3,16625,0.0,49875,8978,58853,Mobile Money,Magasin,0,7.14,1,2023
230785,T01-230103-000140,2023-01-03,13:28,1,20,25,56,1,4300,0.04,4128,743,4871,Chèque,Magasin,0,1.6,1,2023
236774,T01-230103-000140,2023-01-03,10:50,1,5,0,74,3,30175,0.0,90525,16294,106819,Virement,Magasin,0,24.15,1,2023
237149,T01-230103-000140,2023-01-03,14:16,1,10,15622,74,3,29550,0.0,88650,15957,104607,Créance 30 j,Magasin,0,24.15,1,2023
237906,T01-230103-000141,2023-01-03,07:12,1,10,11305,48,11,9125,0.0,100375,18068,118443,Chèque,Magasin,0,17.6,1,2023
238346,T01-230103-000141,2023-01-03,10:44,1,15,5544,104,14,16200,0.0,226800,40824,267624,Mobile Money,Magasin,0,28.84,1,2023
238360,T01-230103-000141,2023-01-03,09:50,1,20,0,132,4,13550,0.0,54200,9756,63956,Mobile Money,Magasin,0,47.4,1,2023
1755,T01-230104-000211,2023-01-04,17:35,1,20,10630,15,4,925,0.08,3404,613,4017,Chèque,Magasin,0,11.76,1,2023
3255,T01-230104-000212,2023-01-04,17:16,1,20,15266,129,6,15125,0.08,83490,15028,98 518 FCFA,Espèces,Magasin,0,104.82,1,2023
5321,T01-230104-000213,04/01/2023,13:12,1,15,19236,10,5,3725,0.08,17135,3084,20219,Chèque,Livraison,0,170.75,1,2023
30271,T01-230104-000214,2023-01-04,10:24,1,5,1945,130,2,19350,0.0,38700,6966,45666,Chèque,Magasin,0,21.8,1,2023
31858,T01-230104-000215,2023-01-04,12:29,1,20,18682,14,3,1225,0.0,3675,662,4337,Chèque,Magasin,0,12.84,1,2023
34218,T01-230104-000216,2023-01-04,10:20,1,20,23334,129,6,15150,0.04,87264,15708,102972,Mobile Money,Magasin,0,104.82,1,2023
34758,T01-230104-000217,2023-01-04,07:27,1,15,6389,7,25,3750,0.0,93750,16875,110625,Virement,Magasin,0,826.5,1,2023
41169,T01-230104-000218,2023-01-04,12:19,1,15,3591,34,1,1250,0.0,1250,225,1 475 FCFA,Chèque,Magasin,0,0.4,1,2023
50805,T01-230104-000219,2023-01-04,16:55,1,20,5322,8,3,5025,0.04,14472,2605,17077,Mobile Money,Magasin,0,203.04,1,2023
50844,T01-230104-000220,2023-01-04,11:43,1,15,11164,10,11,3850,0.11,37692,6785,44477,Espèces,Magasin,0,375.65,1,2023
99472,T01-230101-000000,2023-01-01,10:58,1,5,94,51,-7,6500,0.0,-45500,-8190,-53 690 FCFA,Espèces,Magasin,1,4.83,1,2023
99473,T01-230101-000001,2023-01-01,08:16,1,15,13044,22,-3,600,0.04,-1728,-311,-7 552 FCFA,Créance 30 j,Magasin,1,10.83,1,2023
99474,T01-230102-000047,2023-01-02,11:36,1,20,13031,81,8,30800,0.0,246400,44352,290752,Virement,Magasin,0,51.92,1,2023
99475,T01-230103-000122,2023-01-03,12:02,1,10,8811,103,3,14950,0.0,44850,8073,52923,Mobile Money,Magasin,0,5.46,1,2023
99476,T01-230102-000049,2023-01-02,18:17,1,20,3518,126,12,3625,0.08,40020,7204,47 224 FCFA,Mobile Money,Magasin,0,18.48,1,2023
99477,T01-230102-000060,2023-01-02,11:04,1,5,20159,24,4,21875,0.0,87500,15750,103250,Mobile Money,Livraison,0,4498.4,1,2023
99478,T01-230104-000220,2023-01-04,11:43,1,15,11164,10,11,3850,0.11,37692,6785,44477,Espèces,Magasin,0,375.65,1,2023
99479,T01-230101-000007,2023-01-01,11:50,1,15,1606,81,2,30375,0.0,60750,10935,71685,Créance 30 j,Magasin,0,12.98,1,2023
99480,T01-230102-000043,2023-01-02,11:47,1,5,8120,147,4,7125,0.04,27360,4925,32285,Chèque,Magasin,0,3.32,1,2023
99481,T01-230101-000004,2023-01-01,13:05,1,15,16116,145,14,7850,0.0,109900,19782,129682,Espèces,Téléphone,0,13.16,1,2023
